No.,Nama & Alamat,Kegiatan Usaha,Badan Hukum
72,"*ACCESORIES FURNITURE AGUS SALIM*
Jl jelambar barat ii c no 10

Jakarta Barat -
Ph:0215647435 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
73,"*ACCESORIES ZAKI*  
Jakarta gems center rawa bening no. tu. bks 063 lt. 1 jakarta timur 13350

Jakarta Timur -
Ph:(021) 99912338 / Fax: / Hp:","Usaha Mikro () 
Hasil kerajinan, aksesoris","Siup: KEPALA DINAS KUKM DAN PERDAGANGAN PROV. DKI JAKART
NPWP:"
74,"*ACCESORIS MOTOR BUDI*
Jl kesadaran

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
75,"*ACCESS LINTAS SOLUSI , PT*  
Gedung berca indonesia lt.4 r.403 jl. palmerah utara no.14
Kec. palmerah
Jakarta Barat -
Ph:021 5349380 / Fax:021 53674760 / Hp:","Usaha Menengah (Perdagangan) 
Sub. distributor : komputer, alat telekomunikasi","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 00374 - 03 / PK / 1.824.271
NPWP:"
76,"*ACCUPUNTO INTERNATIONAL, PT*  
Jl. dharma wanita iii no.1 , rt.012/001
Kec. cengkareng
Jakarta Barat -
Ph:021 6196870 / Fax:021 5415511 / Hp:","Usaha Menengah (Perdagangan) 
Pemasok, ekspor - impor furniture / perabot rumah","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 3233 / 1. 824. 221 / 0609
NPWP: 02.305.570.0-034.000"
77,"*ACE MARK EXPORTS, PT*
Ruko, jl sunter agung utara raya blok d.1 no.6 lt.ii
Kec. tanjung priuk
Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan ekspor tekstil pakaian jadi dan kulit","P.T. (Perseroan Terbatas)
Siup: BKPM NO.965/I/PMA/2007
NPWP: 02,624,478,0-058,000"
78,"*ACEH GIFT ART*  
Komp. tni al,jl. damar no.2,pangkalan jati pondok labu
Kec. cilandak
Jakarta Selatan -
Ph:021-7504626 / Fax: / Hp: 0812-9909913",(Perdagangan),"P.T. (Perseroan Terbatas)
Siup:
NPWP:"
79,"*ACELCOM JAYA UTAMA, PT*  
Harco mangga dua blok b lt.2 no.22 jl.mangga dua raya
Kec. sawah besar
Jakarta Pusat -
Ph:6121875 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
(46511)perdagangan besar komputer & perlengkapan k","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NO.01044-01/1824271
NPWP: 03.048.273.1.026.000"
80,"*ACHMAD YUNANI R.*
Jl. raya bogor km. 20

Jakarta Timur -
Ph:8005046 / Fax: / Hp:","Usaha Mikro () 
(binary/image)","Siup:
NPWP:"
81,"*ACI SALON*
Jl jaya 25 raya kenanga 4

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Salon kecantikan","PERORANGAN
Siup:
NPWP:"
82,"*ACI SECURITY SERVICE, PT*  
Nuansa commercial estate, jl. tb. simatupang kav. 17 blok a 1 3 rt. 
011/002 kel. susukan kec. ciracas jakarta timur 13750
Kec. ciracas
Jakarta Timur -
Ph:(021) 87796303 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat keamanan","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 00367-05/PK/1.8
NPWP:"
83,"*ACINTI PRIMA, PT*
Jl. kebon kacang 30 no. 19
Kec. tanah abang
Jakarta Pusat -
Ph:021 3908060 / Fax:021 3908060 / Hp:","Usaha Menengah (Perdagangan) 
Makanan, minuman dan tembakau","P.T. (Perseroan Terbatas)
Siup: DEP. PERINDAG
NPWP: 01.682.946.7.072.000"
84,"*ACKIRA ENGINEERING, PT*  
Jl. pahlawan revolusi no. 1/8 rt. 001/004 kel. pondok bambu kec. duren 
sawit jakarta timur 13430
Kec. duren sawit
Jakarta Timur -
Ph:(021) 86604012 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
Perdagangan alat teknik, mekanikal, elektrikal, ko","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 00447-05/PK/P1/
NPWP:"
85,"*ACL TRANS PRATAMA, PT*  
Jl. i gusti ngurah rai ruko mall klender blok b iii/9 rt. 008/06 kel. 
klender kec. duren sawit jakarta timur 13470
Kec. duren sawit
Jakarta Timur -
Ph:(021) 53651731 / Fax:(021) 53651731 / Hp:","Usaha Kecil (Jasa) 
(binary/image)","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 2261/13 1.824
NPWP:"
86,"*ACN INDONESIA, PT*  
Apartemen mediterania gajah mada residences ruko tuc 12 , jl. gajah mada 
no.174, rt.001/05
Kec. tamansari
Jakarta Barat -
Ph:021 30175893 / Fax: / Hp:","Usaha Menengah (Jasa / Produksi Lainnya) 
Sub. distributor, ekspor - impor : alat tehnik /","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 3353 / 1. 824. 221 / 0709
NPWP: 02.189.698.037.000"
87,"*ACO CELLULAR*
Ramayana semper lt 2

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang voucher","PERORANGAN
Siup:
NPWP:"
88,"*ACTIVE MAJU COMPUTER*  
Harco mangga dua blok b1 no 20

Jakarta Pusat -
Ph:7125212 / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa service komputer","PERORANGAN
Siup:
NPWP:"
89,"*ACU SEKOLAH TARI*
Jl hayam wuruk 107

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
90,"*AD ( ALEX DERMAWAN ) , CV*  
Pd. pasar jaya cengkareng , rt.001/002 jakarta barat 11730
Kec. cengkareng
Jakarta Barat -
Ph:021 541786 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Hasil peternakan (daging / kulit ternak)","CV (Commanditaire Vennotschaap)
Siup: NOMOR : 00510 - 03 / PK / 1.824.271
NPWP:"
91,"*AD ZIKRA*
Jl fatmawati duta mas c2 no 12

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa umroh","PERORANGAN
Siup:
NPWP:"
92,"*ADA FLORST AND DECORATION*
Jl sulaiman no 49

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Kerajinan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
93,"*ADAF SAFEER NUSAPALA INDONESIA, PT*  
Jl. raya jatinegara timur no. 18 rt. 001/001 kel. balimes ter kec. 
jatinegara jakarta timur 13310
Kec. jatinegara
Jakarta Timur -
Ph:(021) 8192421 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
Perdaganganhasil perkebunan (karet)","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 00524-05/PM/1.8
NPWP:"
94,"*ADAJAYA INDONESIA CHEMICAL, PT*  
Jl. kedoya duri raya no.30 a , rt.019/004
Kec. kebon jeruk
Jakarta Barat -
Ph:021 5806438 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Sub-distributor : bahan kimia untuk industri makan","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 0035 / 1. 824. 221 / 0110
NPWP: 02.424.209.1-035.000"
95,"*ADAKOM INTERNATIONAL TECHNOLOGY, PT*  
Jl.gunung sahari raya no.1 komp.mangga dua square blok h no.24
Kec. pademangan
Jakarta Utara -
Ph:612455 / Fax:6126456 / Hp:","Usaha Menengah (Perdagangan) 
(51501) perdagngan besar mesin-mesin, suku cadang","P.T. (Perseroan Terbatas)
Siup: DINAS KOP, UMKM DAN PERDAGANGAN DKI JKT NOMOR 0319
NPWP: 02,791,931,5-044,000"
96,"*ADAM AIR*
Jl kusuma blok c 5 no 28

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Biro perjalanan","PERORANGAN
Siup:
NPWP:"
97,"*ADAM JAYA MOTOR*
Jl angke indah v

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
98,"*ADAM PRINTING*
Jl mampang prapatan viii no 53

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat sablon","PERORANGAN
Siup:
NPWP:"
99,"*ADAMAS ABADI, PT*  
Komplek mutiara taman palem blok a 17 no.52
Kec. cengkareng
Jakarta Barat -
Ph:021 54350090 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Sub. distributor : bahan kimia untuk plastik (ti","P.T. (Perseroan Terbatas)
Siup: NOMOR : 5623 / 1. 824. 221 / 1109
NPWP: 03.016.501.3-034.000"
100,"*ADAN PUTRA MANDIRI, CV*  
Kp. sumur rt. 012/010 kel. klender kec. duren sawit jakarta timur 13470
Kec. duren sawit
Jakarta Timur -
Ph:(021) 86604317 / Fax:(021) 86604317 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat tulis kantor, barang cetakan / al","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 3713/13 1.824
NPWP:"
101,"*ADAPTIVE AUTOMATION SYSTEM, PT*  
Jl. wira darma iv / q 6 b rt. 004/007 kel. cipinang melayu kec. makasar 
jakarta timur 13620
Kec. makassar
Jakarta Timur -
Ph:(021) 8602654 / Fax:(021) 8602654 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat telekomunikasi / komputer dan suk","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 4298/13 1.824
NPWP:"
102,"*ADARA MUKTI, CV*  
Jl. permata timur raya blok f. 2 rt. 007/008 kel. pondok kelapa kec. duren 
sawit jakarta timur 13450
Kec. duren sawit
Jakarta Timur -
Ph:(021) 8646557 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan pupuk, pestisida","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 01138-05/PK/1.8
NPWP:"
103,"*ADCOSURYA SAKTI, PT*  
Jl. letjen. s. parman no.d 5
Kec. palmerah
Jakarta Barat -
Ph:021 5359911 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
Sub. distributor : alat telekomunikasi, alat te","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 00346 - 03 / PK / 1.824.271
NPWP:"
104,"*ADE MANDIRI CIPTA, CV*  
Kp. jembatan rt. 010/014 kel. penggilingan kec. cakung jakarta timur 13940
Kec. cakung
Jakarta Timur -
Ph:(021) 4701556 / Fax:(021) 4701556 / Hp:","Usaha Kecil (Perdagangan) 
51900, 51391. 11. jenis barang/jasa dagangan utam","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 4230/P/13 1.8
NPWP:"
105,"*ADE PERAK*
Pisangan timur, rawamangun, pulogadung

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro () 
Kerajinan perak","Siup: SUDIN KOPERASI, USAHA MIKRO KECIL DAN MENENGAH DAN
NPWP:"
106,"*ADELANOS MANDIRI, CV*  
Jl. mundu no. 80 rt. 001/004 kel. lubang buaya kec. cipayung jakarta timur 
13810
Kec. cipayung
Jakarta Timur -
Ph:021-70987845 / Fax:021-70987845 / Hp:","Usaha Kecil (Perdagangan) 
Makanan dan minuman ringan (bukan restoran / minim","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 2215/P/13 1.824.
NPWP:"
107,"*ADELINA NAULI, PT*  
Jl. dr. makaliwe i no.10 b , rt.008/006
Kec. grogol petamburan
Jakarta Barat -
Ph:021 5654485 / Fax:021 - 5656591 / Hp:","Usaha Menengah (Jasa / Produksi Lainnya) 
Suku cadang mobil (bukan bengkel), pakaian -jadi /","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 0215 / 1. 824. 221 / 0210
NPWP: 31.157.750.6-036.000"
108,"*ADHAMIR PUTERA, CV*  
Jl. raya centex no. 30 rt. 007/003 kel. ciracas kec. ciracas jakarta timur 
13740
Kec. ciracas
Jakarta Timur -
Ph:(021) 8704518 / Fax:(021) 8704518 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat tulis kantor, barang cetakan, per","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 3831/P/13 1.8
NPWP:"
109,"*ADHESTY KREASI MANDIRI Tang An*
Jl. kelapa gading no. 28, jl. h. nawi ii gandaria selatan, jakarta 12420
Kec. cilandak
Jakarta Selatan -
Ph:(021) 7659777 / Fax: / Hp:",(Perdagangan),"P.T. (Perseroan Terbatas)
Siup:
NPWP:"
110,"*ADHI KREASI TEKNIK, PT*  
Jl. cabe rawit no.58 f
Kec. cengkareng
Jakarta Barat -
Ph:021 31904289 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
Sub. distributor, ekspor â impor : bahan konstru","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 0831 / 1. 824. 221 / 0610
NPWP: 1.930.799.0-034"
111,"*ADHI MAKMUR ,CV*  
Jl. kp. gaga rawa gatal no.10 , rt.006/004 jakarta barat (11850)
Kec. kalideres
Jakarta Barat -
Ph:021 5664870 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Barang cetakan / alat tulis / perlengkapan kantor,","CV (Commanditaire Vennotschaap)
Siup: NOMOR : 4991 / 1. 824. 221 / 0709
NPWP: 02.305.870.4-085.000"
112,"*ADHI NETRA GLOBALINDO , CV*
Komp. business park kebon jeruk b 12 jl. meruya ilir no.88 , rt.001/006 
jakarta barat (11620)
Kec. kembangan
Jakarta Barat -
Ph:021 99488877 / Fax:021 30067031 / Hp:","Usaha Kecil (Perdagangan) 
Alat teknik / mekanikal / elektrikal / telekomunik","CV (Commanditaire Vennotschaap)
Siup: NOMOR : 1074 / 1. 824. 221 / 0510
NPWP: 02.275.206.7-086.000"
113,"*ADHI SEMESTA TEKNIK , CV*
Ruko citra niaga blok b / 16 jakarta barat (11830)
Kec. kalideres
Jakarta Barat -
Ph:021 5403768 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Elektrikal / mekanikal / alat listrik / kabel / la","CV (Commanditaire Vennotschaap)
Siup: NOMOR : 1249 / 1. 824. 221 / 0610
NPWP: 03.017.214.2-085.000"
114,"*ADHI KARYA UTAMA, CV*
Pulogebang rt. 006/06 kel. pulogebang kec. cakung jakarta timur 13950
Kec. cakung
Jakarta Timur -
Ph:(021) 44769223 / Fax:(021) 44769223 / Hp:","Usaha Kecil (Jasa) 
(binary/image)","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 5361/13 1.824
NPWP:"
115,"*ADHI LUCKY MERITAMA, CV*
Jl. otista iii kebon nanas utara ii no. 4 rt. 016/004 kel. cipinang 
cempedak kec. jatinegara jakarta timur 13340
Kec. jatinegara
Jakarta Timur -
Ph:(021) 70557701 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat tulis kantor, barang cetakan","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 00069-05/PK/P1/
NPWP:"
116,"*ADHI RAHAYU, CV*
Jl. raya pondok gede no.18 rt.005/008 kel. lubang buaya kec. cipayung 
jakarta timur 13810
Kec. cipayung
Jakarta Timur -
Ph:(021) 8467283 / Fax:(021) 8467283 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat tulis kantor / alat teknik, mekan","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 2168/P/13 1.8
NPWP:"
117,"*ADHI RANCANG SELARAS, PT*
Jl. tj duren utara viii/ gg.i no. 150 tanjung duren utara
Kec. grogol petamburan
Jakarta Barat -
Ph:021-5670441 / 021-56964913 / Fax: / Hp:","Usaha Menengah (Jasa / Produksi Lainnya) 
(binary/image)","P.T. (Perseroan Terbatas)
Siup:
NPWP:"
118,"*ADHI SURYA BAJATAMA, PT*
Jl. kapuk utara i no. 6 rt. 001/003
Kec. penjaringan
Jakarta Utara -
Ph:021 5437710 / Fax:021 5437710 / Hp:","Usaha Kecil (Perdagangan) 
(binary/image)","P.T. (Perseroan Terbatas)
Siup: SUDIN KOP. UMKM DAN PERDAGANGAN JAKUT
NPWP: 21.090.809.1-047.000"
119,"*ADHI UTAMA, CV*
Jl. kayu jati iv no. 24 rt. 012/004 kel. rawamangun kec. pulogadung jakarta 
timur 13220
Kec. pulo gadung
Jakarta Timur -
Ph:(021) 47867936 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat kesehatan.","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 00296-05/MK/P1/1
NPWP:"
120,"*ADHI WIRATAMA MANDIRI, PT*
Jl. radin inten ii no. 7k rt. 005/014 kel. duren sawit kec. duren sawit 
jakarta timur 13440
Kec. duren sawit
Jakarta Timur -
Ph:(021) 86613675 / 8632660 / Fax:(021) 86613675 / 8632660 / Hp:","Usaha Menengah (Perdagangan) 
Perdagangan alat teknik, mekanikal, alat listrik/","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 2612/P/13 1.8
NPWP:"
121,"*ADHIANA INTI GEMILANG, PT*
Jl. industri raya no. 9-11 rk 1/2
Kec. sawah besar
Jakarta Pusat -
Ph:021 6285545 / Fax:021 6285545 / Hp:","Usaha Kecil (Jasa) 
Jasa pengurusan transportasi (jpt0","P.T. (Perseroan Terbatas)
Siup: DEP. PERHUBUNGAN
NPWP: 01.877.106.3.028.000"
122,"*ADHIANA INVESTASI, PT*
Gedung annex building lt.2 jl.jend.sudirman kav.86 jakarta pusat
Kec. tanah abang
Jakarta Pusat -
Ph:5704592 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
(51900) perdagangan besar lainnya","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NO.02904/182451
NPWP: 02,426,783,3,022,000"
123,"*ADHIKA RIZKY, CV*
Jl.torompio blok j no.7 rt.002/006
Kec. kelapa gading
Jakarta Utara -
Ph:664070 / Fax:664070 / Hp:","Usaha Kecil (Perdagangan) 
(51220) perdagangan besar makanan, minuman dan has","CV (Commanditaire Vennotschaap)
Siup: SUDIN KOP, UMKM DAN PERDAGANGAN JAKUT NOMOR 1143/1
NPWP: 02,846,188,7-043,000"
124,"*ADHIKARA ANDALAN PERSADA, PT*
Gd. wisma bank dharmala lt.6 jl. jend sudirman kav.28
Kec. setiabudi
Jakarta Selatan -
Ph:5226676 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
(binary/image)","P.T. (Perseroan Terbatas)
Siup: DEP. PERINDAG: SIUP NO. 274.HT.01.01T.H.2003
NPWP: 22,618,227,0,11"
125,"*ADHIKARA CIPTA MULIA, PT*
Jl. lautze no.2 pasar baru
Kec. sawah besar
Jakarta Pusat -
Ph:87960659 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
(46599)perdagangan besar mesin peralatan dan perle","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NO.0106/182451
NPWP: 21.126.959.2.075.000"
126,"*ADHIKARYA BANGUN JAYA, PT*
Gd. wisma bank dharmala lt.6 jl. jend sudirman kav.28
Kec. setiabudi
Jakarta Selatan -
Ph:5226676 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
Perdagangan besar lainnya","P.T. (Perseroan Terbatas)
Siup: DEP. PERINDAG: SIUP NO. 00306/1.824.51
NPWP: 22,618,235,0,11"
127,"*ADHIKARYA KENCANA DINAMIS, PT*
Jl. pemuda no. 72 rt. 002/004 kel. jati kec. pulogadung jakarta timur 13220
Kec. pulo gadung
Jakarta Timur -
Ph:(021) 47867115 / Fax:(021) 47867115 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan makanan dan minuman ringan (bukan rest","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 5533/13 1.824
NPWP:"
128,"*ADHIKAYASA PRATAMA, PT*
Jl. macan no.6 ruko blok a 3 daan mogot rt.010/001 , kedoya utara
Kec. kebon jeruk
Jakarta Barat -
Ph:021 5655907-08 / Fax: / Hp:","Usaha Menengah (Perdagangan) 
Sub. distributor, ekspor - impor : elektronik / f","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 0460 / 1. 824. 221 / 0410
NPWP: 01.392.371.9-036.000"
129,"*ADHIMA BANGUN PRATAMA , CV*
Jl. k.h. a. wahab , rt.002/006 jakarta barat (11750)
Kec. cengkareng
Jakarta Barat -
Ph:021 5455644 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Furniture, bahan konstruksi, alat teknik / -mekani","CV (Commanditaire Vennotschaap)
Siup: NOMOR : 0092 / 1. 824. 221 / 0110
NPWP: 03.016.624.3-034.000"
130,"*ADHIMARTA PERSADA, PT*
Komplek ruko green garden blok z ii no.58-59
Kec. kebon jeruk
Jakarta Barat -
Ph:021 5828372 / Fax: / Hp:","Usaha Menengah (Jasa / Produksi Lainnya) 
Sub. distributor. : elektrikal / mekanikal / mesi","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 3685 / 1. 824. 221 / 0909
NPWP: 02.751.361.3-039.000"
131,"*ADHINATA KARUNIA MULIA, PT*
Jl. radin inten ii no. 3 rt. 008/010 kel. duren sawit kec. duren sawit 
jakarta timur 13440
Kec. duren sawit
Jakarta Timur -
Ph:(021) 8617425 / Fax:(021) 8617425 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat konstruksi, bahan bangunan","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 2382/13 1.824
NPWP:"
132,"*ADHINATA KARYA MARMER, PT*
Jl. radin inten ii no. 3 rt. 008/015 kel. duren sawit kec. duren sawit 
jakarta timur 13440
Kec. duren sawit
Jakarta Timur -
Ph:(021) 8617434 / Fax:(021) 8606556 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan hasil pertambangan (baja)/ hasil hutan","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 01084-05/PK/P1/
NPWP:"
133,"*ADHIRA NUSA PERSADA, CV*
Jl. cipinang cempedak iv / 38 rt. 002/06 kel. cipinang cempedak kec. 
jatinegara jakarta timur 13340
Kec. jatinegara
Jakarta Timur -
Ph:021 8467737 / Fax:021 8467737 / Hp:","Usaha Kecil (Perdagangan) 
Suku cadang kereta api dan perlengkapannya","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 3557/P/13 1.8
NPWP:"
134,"*ADHISWARA ARINAS, PT*  
Jl. kalimalang no. c. 11 rt. 007/012 kel. pondok bambu kec. duren sawit 
jakarta timur 13430
Kec. duren sawit
Jakarta Timur -
Ph:021 86609965 / Fax:021 86609965 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat tulis kantor / komputer","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 1902/13 1.824
NPWP:"
135,"*ADHITYA JAYA UTAMA, CV*  
Jl. pisangan baru utara no. 18 rt. 012/008 kel. utan kayu selatan kec. 
matraman jakarta timur 13120
Kec. matraman
Jakarta Timur -
Ph:021 8503728 / Fax:021 8503728 / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat tulis kantor, barang cetakan / pe","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 3488/13 1.824
NPWP: 02.835.177.3-001.000"
136,"*ADHIYASA REKAMANDIRI SISTEM INTEGRASI, PT*  
Jl. biru laut x kav. 10 a kel. cipinang cempedak kec. jatinegara jakarta 
timur 13340
Kec. jatinegara
Jakarta Timur -
Ph:021 8508525 / Fax:021 8508525 / Hp:","Usaha Menengah (Perdagangan) 
Perdagangan alat mekanikal, elektrikal, komputer /","P.T. (Perseroan Terbatas)
Siup: DEP.PERINDAG (SIUP) NOMOR : 1779/P/13 1.8
NPWP: 02.333.223.2-002.000"
137,"*ADHY\'S PUTRA, CV*


Jakarta Timur -
Ph: 87790865 / Fax: / Hp:","Usaha Mikro () 
Industri tas kulit","Siup: SUDIN KOPERASI, USAHA MIKRO KECIL DAN MENENGAH DAN
NPWP:"
138,"*ADI CITRA , CV*  
Jl. kiruntag no.12 , rt.002/001 jakarta barat (11550)
Kec. kebon jeruk
Jakarta Barat -
Ph:021 9170105 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Alat tulis kantor, alat tehnik / mekanikal / -elek","CV (Commanditaire Vennotschaap)
Siup: NOMOR : /1. 824. 221/0309
NPWP: 01.904.088.0-035.000"
139,"*ADI DWI PUTRA , CV*  
Jl. harum manis no.42 , rt.004/002 jakarta barat (11180)
Kec. tamansari
Jakarta Barat -
Ph:021 6019416 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Perlengkapan pegawai, furniture, alat tulis kantor","CV (Commanditaire Vennotschaap)
Siup: NOMOR : 0529 / 1. 824. 221 / 0410
NPWP: 01.721.473.5-032.000"
140,"*ADI PERKASA BUANA, PT*  
Jl. mangga besar viii no.25
Kec. tamansari
Jakarta Barat -
Ph:021 6333538 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Sub. distributor. : elektronik, bahan konstruksi,","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 0012 / 1. 824. 221 / 0110
NPWP: 01.300.366.0-032.000"
141,"*ADI PUNDI KENCANA , CV*  
Jl. lingkar luar barat, mutiara taman palem blok a 6 no.8 , rt.006/014 
jakarta barat (11730)
Kec. cengkareng
Jakarta Barat -
Ph:021 54350048 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Obat jadi (tanpa resep dokter), - alat tulis kant","CV (Commanditaire Vennotschaap)
Siup: NOMOR : /1. 824. 221/0309
NPWP: 02.885.624.3-034.000"
142,"*ADI PUTRA MANGGALA, PT*
Jl. mangga dua raya no.31 / 3 rt.009/002 jakarta barat (11110)

Jakarta Barat -
Ph:021 6598404 / Fax: / Hp:","Usaha Kecil () 
Alat listrik / elektronik / teknik / konstruksi /","Siup: KOTA JAKARTA BARAT/TATI BUDIARTI, SE, MM(NIP. 0700
NPWP: 02.188.929.0-037.000"
143,"*ADI TRIOMITRA, PT*
Hayam wuruk plaza tower lantai vi f jl. hayam wuruk no.108 jakarta barat 
(11160)

Jakarta Barat -
Ph:021 6122234 / Fax: / Hp:","Usaha Kecil () 
Alat tehnik / mekanikal, elektrikal / pertambangan","Siup: KOTA JAKARTA BARAT/TATI BUDIARTI, SE, MM(NIP. 0700
NPWP: 01.581.816.4-032.000"
144,"*ADI TUNGGAL CIPTA, PT*
Jl. gelong baru barat ii / 12
Kec. grogol petamburan
Jakarta Barat -
Ph:021 3861542 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Sub distributor : furniture, barang cetakan / al","P.T. (Perseroan Terbatas)
Siup: SIUP : NOMOR : 5221 / 1. 824. 221 / 0909
NPWP: 02.414.808.2-036.000"
145,"*ADI CIPTA KARSA, CV*
Jl. sepakat vii rt. 009/01 kel. cilang kap kec. cipayung jakarta timur 13870
Kec. cipayung
Jakarta Timur -
Ph:(021) 8441885 / Fax: / Hp:","Usaha Kecil (Perdagangan) 
Perdagangan alat tuilis kantor, barang cetakan/ al","CV (Commanditaire Vennotschaap)
Siup: DEP.PERINDAG (SIUP) NOMOR : 01005-05/PK/1.8
NPWP:"
