UrusanPemerintahan|Organisasi|Program|SubProgram|PendapatanBelanja|Tipe|SubTipe|Uraian|Jumlah
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|067||||Pembuatan DED Pembangunan SMK Kesehatan Jakarta Timur|
1.01|001|06|067|5|2||BELANJA LANGSUNG|449.996.140
1.01|001|06|067|5|2|2|BELANJA BARANG DAN JASA|449.996.140
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|068||||Pembuatan DED Pembangunan SLBN Rusun Marunda|
1.01|001|06|068|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|068|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|069||||Pembuatan DED Pembangunan PAUD, TK dan PKBM Jakarta Barat|
1.01|001|06|069|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|069|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|070||||Pembuatan DED Pembangunan PKBM Jakarta Utara|
1.01|001|06|070|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|070|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|071||||Pembuatan DED Rehabilitasi Total Gedung SMAN 37|
1.01|001|06|071|5|2||BELANJA LANGSUNG|374.999.240
1.01|001|06|071|5|2|2|BELANJA BARANG DAN JASA|374.999.240
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|072||||Pembuatan DED Rehabilitasi Total Gedung SMKN 33 (relokasi)|
1.01|001|06|072|5|2||BELANJA LANGSUNG|374.999.240
1.01|001|06|072|5|2|2|BELANJA BARANG DAN JASA|374.999.240
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|073||||Pembuatan DED Rehabilitasi Total Gedung SMK Kesenian (relokasi)|
1.01|001|06|073|5|2||BELANJA LANGSUNG|374.999.240
1.01|001|06|073|5|2|2|BELANJA BARANG DAN JASA|374.999.240
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|074||||Pembuatan DED Rehabilitasi Total Gedung SMPN 219|
1.01|001|06|074|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|074|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|075||||Pembuatan DED Rehabilitasi Total Gedung SMPN 246|
1.01|001|06|075|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|075|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|076||||Pembuatan DED Rehabilitasi Total Gedung SMPN 24|
1.01|001|06|076|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|076|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|077||||Pembuatan DED Rehabilitasi Total Gedung SMPN 32|
1.01|001|06|077|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|077|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|078||||Pembuatan DED Rehabilitasi Total Gedung SMPN 213|
1.01|001|06|078|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|078|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|079||||Pembuatan DED Rehabilitasi Total Gedung SMPN 202|
1.01|001|06|079|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|079|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|080||||Pembuatan DED Rehabilitasi Total Gedung SMPN 192|
1.01|001|06|080|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|080|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|081||||Pembuatan DED Rehabilitasi Total Gedung SMPN 204|
1.01|001|06|081|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|081|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|082||||Pembuatan DED Rehabilitasi Total Gedung SMPN 126|
1.01|001|06|082|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|082|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|083||||Pembuatan DED Rehabilitasi Total Gedung SMPN 49 (BLOK II)|
1.01|001|06|083|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|083|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|084||||Pembuatan DED Rehabilitasi Total Gedung SMPN 62|
1.01|001|06|084|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|084|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|085||||Pembuatan DED Rehabilitasi Total Gedung SMPN 159|
1.01|001|06|085|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|085|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|086||||Pembuatan DED Rehabilitasi Total Gedung SMPN 231|
1.01|001|06|086|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|086|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|087||||Pembuatan DED Rehabilitasi Total Gedung SMPN 31|
1.01|001|06|087|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|087|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|088||||Pembuatan DED Rehabilitasi Total Gedung SMPN 51|
1.01|001|06|088|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|088|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|089||||Pembuatan DED Rehabilitasi Total Gedung SMPN 22|
1.01|001|06|089|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|089|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|090||||Pembuatan DED Rehabilitasi Total Gedung SMPN 268|
1.01|001|06|090|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|090|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|091||||Pembuatan DED Rehabilitasi Total Gedung SDN Rawamangun 07|
1.01|001|06|091|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|091|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|092||||Pembuatan DED Rehabilitasi Total Gedung SMPN 192|
1.01|001|06|092|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|092|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|093||||Pembuatan DED Rehabilitasi Total Gedung SDN Tegal Alur 01/19|
1.01|001|06|093|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|093|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|094||||Pembuatan DED Rehabilitasi Total Gedung SMPN 93|
1.01|001|06|094|5|2||BELANJA LANGSUNG|324.999.840
1.01|001|06|094|5|2|2|BELANJA BARANG DAN JASA|324.999.840
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|095||||Pembuatan DED Rehabilitasi Total Gedung SDN Pinangsia 06|
1.01|001|06|095|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|095|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|096||||Pembuatan DED Rehabilitasi Total Gedung SDN Susukan 08|
1.01|001|06|096|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|096|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|097||||Pembuatan DED Rehabilitasi Total Gedung SDN Kebon Kosong 05|
1.01|001|06|097|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|097|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|098||||Pembuatan DED Rehabilitasi Total Gedung SDN Balekambang 03|
1.01|001|06|098|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|098|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|099||||Pembuatan DED Rehabilitasi Total Gedung SDN Pejaten Barat 05|
1.01|001|06|099|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|099|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|100||||Pembuatan DED Rehabilitasi Total Gedung SDN Cipinang 01|
1.01|001|06|100|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|100|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|101||||Pembuatan DED Rehabilitasi Total Gedung SDN Pegangsaan Dua 07|
1.01|001|06|101|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|101|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|102||||Pembuatan DED Rehabilitasi Total Gedung SDN Cipinang Besar Selatan 18|
1.01|001|06|102|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|102|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|103||||Pembuatan DED Rehabilitasi Total Gedung SDN Sukabumi Selatan 06|
1.01|001|06|103|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|103|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|104||||Pembuatan DED Rehabilitasi Total Gedung SDN Pondok Rangon 03|
1.01|001|06|104|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|104|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|105||||Pembuatan DED Rehabilitasi Total Gedung SDN Duren Sawit 13|
1.01|001|06|105|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|105|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|106||||Pembuatan DED Rehabilitasi Total Gedung SDN Lubang Buaya 13/14|
1.01|001|06|106|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|106|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|107||||Pembuatan DED Rehabilitasi Total Gedung SDN Sukabumi Utara 04|
1.01|001|06|107|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|107|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|108||||Pembuatan DED Rehabilitasi Total Gedung SDN Dukuh 05|
1.01|001|06|108|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|108|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|109||||Pembuatan DED Rehabilitasi Total Gedung SDN Pulogadung 07|
1.01|001|06|109|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|109|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|110||||Pembuatan DED Rehabilitasi Total Gedung SDN Lubang Buaya 05|
1.01|001|06|110|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|110|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|111||||Pembuatan DED Rehabilitasi Total Gedung SDN Cipayung 04|
1.01|001|06|111|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|111|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|112||||Pembuatan DED Rehabilitasi Total Gedung SDN Gedong 12/13|
1.01|001|06|112|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|112|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|113||||Pembuatan DED Rehabilitasi Total Gedung SDN Klender 22|
1.01|001|06|113|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|113|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|114||||Pembuatan DED Rehabilitasi Total Gedung SDN Bendungan Hilir 05/06/07|
1.01|001|06|114|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|114|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|115||||Pembuatan DED Rehabilitasi Total Gedung SDN Ulujami 02/03|
1.01|001|06|115|5|2||BELANJA LANGSUNG|274.999.890
1.01|001|06|115|5|2|2|BELANJA BARANG DAN JASA|274.999.890
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|116||||Pembuatan DED Rehabilitasi Total Gedung SDN SMPN 183 (Relokasi)|
1.01|001|06|116|5|2||BELANJA LANGSUNG|349.998.990
1.01|001|06|116|5|2|2|BELANJA BARANG DAN JASA|349.998.990
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|117||||Penyelesaian Rehabilitasi Total Gedung SDN Kebon Kosong 02/04|
1.01|001|06|117|5|2||BELANJA LANGSUNG|3.499.988.767
1.01|001|06|117|5|2|2|BELANJA BARANG DAN JASA|78.006.500
1.01|001|06|117|5|2|3|BELANJA MODAL|3.421.982.267
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|118||||Penyelesaian Rehabilitasi Total Gedung SMPN 186|
1.01|001|06|118|5|2||BELANJA LANGSUNG|4.974.795.536
1.01|001|06|118|5|2|2|BELANJA BARANG DAN JASA|100.116.500
1.01|001|06|118|5|2|3|BELANJA MODAL|4.874.679.036
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|119||||Penyelesaian Rehabilitasi Total Gedung SMPN 263|
1.01|001|06|119|5|2||BELANJA LANGSUNG|5.302.738.829
1.01|001|06|119|5|2|2|BELANJA BARANG DAN JASA|105.121.500
1.01|001|06|119|5|2|3|BELANJA MODAL|5.197.617.329
1.01|001|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|001|06|120||||Penyelesaian Rehabilitasi Total Gedung SDN Cakung Barat 05|
1.01|001|06|120|5|2||BELANJA LANGSUNG|6.053.943.449
1.01|001|06|120|5|2|3|BELANJA MODAL|6.053.943.449
1.01|001|07|||||Program Peningkatan Tata Kelola Layanan Pendidikan|
1.01|001|07|001||||Penyediaan Jasa TALI dan IPAL (12 Bulan)|
1.01|001|07|001|5|2||BELANJA LANGSUNG|8.899.992.420
1.01|001|07|001|5|2|2|BELANJA BARANG DAN JASA|8.899.992.420
1.01|001|07|||||Program Peningkatan Tata Kelola Layanan Pendidikan|
1.01|001|07|002||||Penyediaan Gaji dan Tunjangan Pegawai Tidak Tetap (PTT)|
1.01|001|07|002|5|2||BELANJA LANGSUNG|626.340.000
1.01|001|07|002|5|2|1|BELANJA PEGAWAI|626.340.000
1.01|001|07|||||Program Peningkatan Tata Kelola Layanan Pendidikan|
1.01|001|07|003||||Penyediaan Biaya Operasional Dewan Pendidikan|
1.01|001|07|003|5|2||BELANJA LANGSUNG|999.999.623
1.01|001|07|003|5|2|2|BELANJA BARANG DAN JASA|999.999.623
1.01|001|07|||||Program Peningkatan Tata Kelola Layanan Pendidikan|
1.01|001|07|004||||Pendistribusian dan Penghapusan Blanko Ijazah dan SKHUN|
1.01|001|07|004|5|2||BELANJA LANGSUNG|536.543.940
1.01|001|07|004|5|2|2|BELANJA BARANG DAN JASA|536.543.940
1.01|001|08|||||Program Peningkatan dan Pengelolaan Kantor|
1.01|001|08|001||||Penyelenggaraan Operasional Kantor Dinas Pendidikan|
1.01|001|08|001|5|2||BELANJA LANGSUNG|13.561.662.063
1.01|001|08|001|5|2|1|BELANJA PEGAWAI|5.791.500.000
1.01|001|08|001|5|2|2|BELANJA BARANG DAN JASA|6.078.739.953
1.01|001|08|001|5|2|3|BELANJA MODAL|1.691.422.110
1.01|002|00|000|5|||BELANJA DAERAH|
1.01|002|00|000|5|2||BELANJA LANGSUNG|10.556.308.652
1.01|002|05|||||Program Peningkatan Mutu Pendidikan|
1.01|002|05|001||||Pembinaan Kompetensi Guru|
1.01|002|05|001|5|2||BELANJA LANGSUNG|3.900.248.900
1.01|002|05|001|5|2|2|BELANJA BARANG DAN JASA|3.900.248.900
1.01|002|05|||||Program Peningkatan Mutu Pendidikan|
1.01|002|05|002||||Pengembangan Wawasan dan Pembinaan Pegawai|
1.01|002|05|002|5|2||BELANJA LANGSUNG|2.432.105.950
1.01|002|05|002|5|2|1|BELANJA PEGAWAI|80.520.000
1.01|002|05|002|5|2|2|BELANJA BARANG DAN JASA|2.351.585.950
1.01|002|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|002|06|001||||Pembangunan Ruang Auditorium|
1.01|002|06|001|5|2||BELANJA LANGSUNG|742.236.677
1.01|002|06|001|5|2|2|BELANJA BARANG DAN JASA|67.902.000
1.01|002|06|001|5|2|3|BELANJA MODAL|674.334.677
1.01|002|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|002|06|002||||Penyediaan dan pemeliharaan Taman Kantor|
1.01|002|06|002|5|2||BELANJA LANGSUNG|65.136.800
1.01|002|06|002|5|2|1|BELANJA PEGAWAI|35.640.000
1.01|002|06|002|5|2|2|BELANJA BARANG DAN JASA|8.995.800
1.01|002|06|002|5|2|3|BELANJA MODAL|20.501.000
1.01|002|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|002|06|003||||Pembuatan canopy parkir kantor|
1.01|002|06|003|5|2||BELANJA LANGSUNG|99.379.004
1.01|002|06|003|5|2|2|BELANJA BARANG DAN JASA|7.244.000
1.01|002|06|003|5|2|3|BELANJA MODAL|92.135.004
1.01|002|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|002|06|007||||Pengadaan Meubelair Pelatihan|
1.01|002|06|007|5|2||BELANJA LANGSUNG|189.805.000
1.01|002|06|007|5|2|3|BELANJA MODAL|189.805.000
1.01|002|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|002|06|008||||Pengadaan peralatan dan perlengkapan ruang auditorium (BARU)|
1.01|002|06|008|5|2||BELANJA LANGSUNG|491.184.650
1.01|002|06|008|5|2|2|BELANJA BARANG DAN JASA|95.909.550
1.01|002|06|008|5|2|3|BELANJA MODAL|395.275.100
1.01|002|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|002|06|009||||Peningkatan sarana pelatihan|
1.01|002|06|009|5|2||BELANJA LANGSUNG|191.568.000
1.01|002|06|009|5|2|2|BELANJA BARANG DAN JASA|77.168.000
1.01|002|06|009|5|2|3|BELANJA MODAL|114.400.000
1.01|002|07|||||Program Peningkatan Tata Kelola Layanan Pendidikan|
1.01|002|07|001||||Pengendalian Administrasi Kantor|
1.01|002|07|001|5|2||BELANJA LANGSUNG|692.007.314
1.01|002|07|001|5|2|2|BELANJA BARANG DAN JASA|165.491.029
1.01|002|07|001|5|2|3|BELANJA MODAL|526.516.285
1.01|002|08|||||Program Peningkatan dan Pengelolaan Kantor|
1.01|002|08|001||||Penyelenggaraan Operasional Kantor Pusat Pelatihan Guru dan Tenaga Kependidikan (PPGTK)|
1.01|002|08|001|5|2||BELANJA LANGSUNG|1.450.411.005
1.01|002|08|001|5|2|1|BELANJA PEGAWAI|654.720.000
1.01|002|08|001|5|2|2|BELANJA BARANG DAN JASA|689.940.162
1.01|002|08|001|5|2|3|BELANJA MODAL|105.750.843
1.01|002|08|||||Program Peningkatan dan Pengelolaan Kantor|
1.01|002|08|002||||Penyediaan Jasa TALI dan IPAL (12 Bulan)|
1.01|002|08|002|5|2||BELANJA LANGSUNG|283.877.352
1.01|002|08|002|5|2|2|BELANJA BARANG DAN JASA|283.877.352
1.01|002|08|||||Program Peningkatan dan Pengelolaan Kantor|
1.01|002|08|003||||Pengadaan Printer|
1.01|002|08|003|5|2||BELANJA LANGSUNG|18.348.000
1.01|002|08|003|5|2|3|BELANJA MODAL|18.348.000
1.01|003|00|000|5|||BELANJA DAERAH|
1.01|003|00|000|5|2||BELANJA LANGSUNG|8.370.846.545
1.01|003|05|||||Program Peningkatan Mutu Pendidikan|
1.01|003|05|001||||Pembinaan Kompetensi Guru|
1.01|003|05|001|5|2||BELANJA LANGSUNG|442.175.400
1.01|003|05|001|5|2|2|BELANJA BARANG DAN JASA|442.175.400
1.01|003|05|||||Program Peningkatan Mutu Pendidikan|
1.01|003|05|002||||Penyelenggaraan dan Partisipasi Event Pendidikan|
1.01|003|05|002|5|2||BELANJA LANGSUNG|700.120.100
1.01|003|05|002|5|2|1|BELANJA PEGAWAI|119.900.000
1.01|003|05|002|5|2|2|BELANJA BARANG DAN JASA|580.220.100
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|001||||Pemeliharaan Taman Kantor|
1.01|003|06|001|5|2||BELANJA LANGSUNG|129.900.584
1.01|003|06|001|5|2|2|BELANJA BARANG DAN JASA|129.900.584
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|002||||Perawatan Hydrant dan Pompa Air|
1.01|003|06|002|5|2||BELANJA LANGSUNG|49.723.740
1.01|003|06|002|5|2|2|BELANJA BARANG DAN JASA|49.723.740
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|003||||Pengadaan Umbul-umbul dan Atribut Lain Perayaan Hari Kemerdekaan|
1.01|003|06|003|5|2||BELANJA LANGSUNG|19.943.000
1.01|003|06|003|5|2|2|BELANJA BARANG DAN JASA|19.943.000
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|005||||Perawatan Alat Pendukung Instrumen Observasi|
1.01|003|06|005|5|2||BELANJA LANGSUNG|7.093.451
1.01|003|06|005|5|2|2|BELANJA BARANG DAN JASA|7.093.451
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|006||||Perawatan Lift|
1.01|003|06|006|5|2||BELANJA LANGSUNG|99.399.300
1.01|003|06|006|5|2|2|BELANJA BARANG DAN JASA|99.399.300
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|007||||Perawatan Mobil Teropong|
1.01|003|06|007|5|2||BELANJA LANGSUNG|29.965.820
1.01|003|06|007|5|2|2|BELANJA BARANG DAN JASA|29.965.820
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|008||||Pemeliharaan Ruang Exibition Hall dan Fitting Out|
1.01|003|06|008|5|2||BELANJA LANGSUNG|183.360.823
1.01|003|06|008|5|2|2|BELANJA BARANG DAN JASA|183.360.823
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|009||||Pemeliharaan Ringan Gedung Kantor|
1.01|003|06|009|5|2||BELANJA LANGSUNG|499.944.037
1.01|003|06|009|5|2|2|BELANJA BARANG DAN JASA|499.944.037
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|010||||Pemeliharaan dan Perawatan Peralatan Teknis|
1.01|003|06|010|5|2||BELANJA LANGSUNG|649.940.331
1.01|003|06|010|5|2|2|BELANJA BARANG DAN JASA|568.265.331
1.01|003|06|010|5|2|3|BELANJA MODAL|81.675.000
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|011||||Penataan Peralatan Ruang Bengkel|
1.01|003|06|011|5|2||BELANJA LANGSUNG|149.485.690
1.01|003|06|011|5|2|2|BELANJA BARANG DAN JASA|149.485.690
1.01|003|06|||||Program Peningkatan Sarana dan Prasarana Pendidikan|
1.01|003|06|012||||Pengadaan Sarana Penunjang Pendidikan|
1.01|003|06|012|5|2||BELANJA LANGSUNG|1.434.950.061
1.01|003|06|012|5|2|2|BELANJA BARANG DAN JASA|1.034.851.763
1.01|003|06|012|5|2|3|BELANJA MODAL|400.098.298
1.01|003|07|||||Program Peningkatan Tata Kelola Layanan Pendidikan|
1.01|003|07|001||||Pengendalian Administrasi UPT. Planetarium dan Observatorium|
1.01|003|07|001|5|2||BELANJA LANGSUNG|1.321.991.305
1.01|003|07|001|5|2|1|BELANJA PEGAWAI|39.600.000
1.01|003|07|001|5|2|2|BELANJA BARANG DAN JASA|1.260.391.305
1.01|003|07|001|5|2|3|BELANJA MODAL|22.000.000
1.01|003|08|||||Program Peningkatan dan Pengelolaan Kantor|
1.01|003|08|001||||Penyelenggaraan Operasional Kantor Planetarium dam Observatorium|
1.01|003|08|001|5|2||BELANJA LANGSUNG|1.634.999.903
1.01|003|08|001|5|2|1|BELANJA PEGAWAI|855.900.000
1.01|003|08|001|5|2|2|BELANJA BARANG DAN JASA|758.134.453
1.01|003|08|001|5|2|3|BELANJA MODAL|20.965.450
1.01|003|08|||||Program Peningkatan dan Pengelolaan Kantor|
